xyz,AAll intrinsic (z=0) [Gpc^{-3} yr^{-1}],AAll observed (design LVK) [yr^{-1}],AMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],AMRR: matches GW contour observed (design LVK) [yr^{-1}],AnonMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],AnonMRR: matches GW contour observed (design LVK) [yr^{-1}],AMRR: matches GW contour spin2 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],AMRR: matches GW contour spin2 < 0.05 observed (design LVK) [yr^{-1}],AnonMRR: matches GW contour spin1 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],AnonMRR: matches GW contour spin1 < 0.05 observed (design LVK) [yr^{-1}],BAll intrinsic (z=0) [Gpc^{-3} yr^{-1}],BAll observed (design LVK) [yr^{-1}],BMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],BMRR: matches GW contour observed (design LVK) [yr^{-1}],BnonMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],BnonMRR: matches GW contour observed (design LVK) [yr^{-1}],BMRR: matches GW contour spin2 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],BMRR: matches GW contour spin2 < 0.05 observed (design LVK) [yr^{-1}],BnonMRR: matches GW contour spin1 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],BnonMRR: matches GW contour spin1 < 0.05 observed (design LVK) [yr^{-1}],CAll intrinsic (z=0) [Gpc^{-3} yr^{-1}],CAll observed (design LVK) [yr^{-1}],CMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],CMRR: matches GW contour observed (design LVK) [yr^{-1}],CnonMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],CnonMRR: matches GW contour observed (design LVK) [yr^{-1}],CMRR: matches GW contour spin2 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],CMRR: matches GW contour spin2 < 0.05 observed (design LVK) [yr^{-1}],CnonMRR: matches GW contour spin1 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],CnonMRR: matches GW contour spin1 < 0.05 observed (design LVK) [yr^{-1}],DAll intrinsic (z=0) [Gpc^{-3} yr^{-1}],DAll observed (design LVK) [yr^{-1}],DMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],DMRR: matches GW contour observed (design LVK) [yr^{-1}],DnonMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],DnonMRR: matches GW contour observed (design LVK) [yr^{-1}],DMRR: matches GW contour spin2 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],DMRR: matches GW contour spin2 < 0.05 observed (design LVK) [yr^{-1}],DnonMRR: matches GW contour spin1 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],DnonMRR: matches GW contour spin1 < 0.05 observed (design LVK) [yr^{-1}],EAll intrinsic (z=0) [Gpc^{-3} yr^{-1}],EAll observed (design LVK) [yr^{-1}],EMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],EMRR: matches GW contour observed (design LVK) [yr^{-1}],EnonMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],EnonMRR: matches GW contour observed (design LVK) [yr^{-1}],EMRR: matches GW contour spin2 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],EMRR: matches GW contour spin2 < 0.05 observed (design LVK) [yr^{-1}],EnonMRR: matches GW contour spin1 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],EnonMRR: matches GW contour spin1 < 0.05 observed (design LVK) [yr^{-1}],FAll intrinsic (z=0) [Gpc^{-3} yr^{-1}],FAll observed (design LVK) [yr^{-1}],FMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],FMRR: matches GW contour observed (design LVK) [yr^{-1}],FnonMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],FnonMRR: matches GW contour observed (design LVK) [yr^{-1}],FMRR: matches GW contour spin2 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],FMRR: matches GW contour spin2 < 0.05 observed (design LVK) [yr^{-1}],FnonMRR: matches GW contour spin1 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],FnonMRR: matches GW contour spin1 < 0.05 observed (design LVK) [yr^{-1}],GAll intrinsic (z=0) [Gpc^{-3} yr^{-1}],GAll observed (design LVK) [yr^{-1}],GMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],GMRR: matches GW contour observed (design LVK) [yr^{-1}],GnonMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],GnonMRR: matches GW contour observed (design LVK) [yr^{-1}],GMRR: matches GW contour spin2 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],GMRR: matches GW contour spin2 < 0.05 observed (design LVK) [yr^{-1}],GnonMRR: matches GW contour spin1 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],GnonMRR: matches GW contour spin1 < 0.05 observed (design LVK) [yr^{-1}],HAll intrinsic (z=0) [Gpc^{-3} yr^{-1}],HAll observed (design LVK) [yr^{-1}],HMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],HMRR: matches GW contour observed (design LVK) [yr^{-1}],HnonMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],HnonMRR: matches GW contour observed (design LVK) [yr^{-1}],HMRR: matches GW contour spin2 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],HMRR: matches GW contour spin2 < 0.05 observed (design LVK) [yr^{-1}],HnonMRR: matches GW contour spin1 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],HnonMRR: matches GW contour spin1 < 0.05 observed (design LVK) [yr^{-1}],IAll intrinsic (z=0) [Gpc^{-3} yr^{-1}],IAll observed (design LVK) [yr^{-1}],IMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],IMRR: matches GW contour observed (design LVK) [yr^{-1}],InonMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],InonMRR: matches GW contour observed (design LVK) [yr^{-1}],IMRR: matches GW contour spin2 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],IMRR: matches GW contour spin2 < 0.05 observed (design LVK) [yr^{-1}],InonMRR: matches GW contour spin1 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],InonMRR: matches GW contour spin1 < 0.05 observed (design LVK) [yr^{-1}],JAll intrinsic (z=0) [Gpc^{-3} yr^{-1}],JAll observed (design LVK) [yr^{-1}],JMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],JMRR: matches GW contour observed (design LVK) [yr^{-1}],JnonMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],JnonMRR: matches GW contour observed (design LVK) [yr^{-1}],JMRR: matches GW contour spin2 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],JMRR: matches GW contour spin2 < 0.05 observed (design LVK) [yr^{-1}],JnonMRR: matches GW contour spin1 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],JnonMRR: matches GW contour spin1 < 0.05 observed (design LVK) [yr^{-1}],KAll intrinsic (z=0) [Gpc^{-3} yr^{-1}],KAll observed (design LVK) [yr^{-1}],KMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],KMRR: matches GW contour observed (design LVK) [yr^{-1}],KnonMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],KnonMRR: matches GW contour observed (design LVK) [yr^{-1}],KMRR: matches GW contour spin2 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],KMRR: matches GW contour spin2 < 0.05 observed (design LVK) [yr^{-1}],KnonMRR: matches GW contour spin1 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],KnonMRR: matches GW contour spin1 < 0.05 observed (design LVK) [yr^{-1}],LAll intrinsic (z=0) [Gpc^{-3} yr^{-1}],LAll observed (design LVK) [yr^{-1}],LMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],LMRR: matches GW contour observed (design LVK) [yr^{-1}],LnonMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],LnonMRR: matches GW contour observed (design LVK) [yr^{-1}],LMRR: matches GW contour spin2 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],LMRR: matches GW contour spin2 < 0.05 observed (design LVK) [yr^{-1}],LnonMRR: matches GW contour spin1 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],LnonMRR: matches GW contour spin1 < 0.05 observed (design LVK) [yr^{-1}],MAll intrinsic (z=0) [Gpc^{-3} yr^{-1}],MAll observed (design LVK) [yr^{-1}],MMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],MMRR: matches GW contour observed (design LVK) [yr^{-1}],MnonMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],MnonMRR: matches GW contour observed (design LVK) [yr^{-1}],MMRR: matches GW contour spin2 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],MMRR: matches GW contour spin2 < 0.05 observed (design LVK) [yr^{-1}],MnonMRR: matches GW contour spin1 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],MnonMRR: matches GW contour spin1 < 0.05 observed (design LVK) [yr^{-1}],NAll intrinsic (z=0) [Gpc^{-3} yr^{-1}],NAll observed (design LVK) [yr^{-1}],NMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],NMRR: matches GW contour observed (design LVK) [yr^{-1}],NnonMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],NnonMRR: matches GW contour observed (design LVK) [yr^{-1}],NMRR: matches GW contour spin2 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],NMRR: matches GW contour spin2 < 0.05 observed (design LVK) [yr^{-1}],NnonMRR: matches GW contour spin1 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],NnonMRR: matches GW contour spin1 < 0.05 observed (design LVK) [yr^{-1}],OAll intrinsic (z=0) [Gpc^{-3} yr^{-1}],OAll observed (design LVK) [yr^{-1}],OMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],OMRR: matches GW contour observed (design LVK) [yr^{-1}],OnonMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],OnonMRR: matches GW contour observed (design LVK) [yr^{-1}],OMRR: matches GW contour spin2 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],OMRR: matches GW contour spin2 < 0.05 observed (design LVK) [yr^{-1}],OnonMRR: matches GW contour spin1 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],OnonMRR: matches GW contour spin1 < 0.05 observed (design LVK) [yr^{-1}],PAll intrinsic (z=0) [Gpc^{-3} yr^{-1}],PAll observed (design LVK) [yr^{-1}],PMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],PMRR: matches GW contour observed (design LVK) [yr^{-1}],PnonMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],PnonMRR: matches GW contour observed (design LVK) [yr^{-1}],PMRR: matches GW contour spin2 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],PMRR: matches GW contour spin2 < 0.05 observed (design LVK) [yr^{-1}],PnonMRR: matches GW contour spin1 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],PnonMRR: matches GW contour spin1 < 0.05 observed (design LVK) [yr^{-1}],QAll intrinsic (z=0) [Gpc^{-3} yr^{-1}],QAll observed (design LVK) [yr^{-1}],QMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],QMRR: matches GW contour observed (design LVK) [yr^{-1}],QnonMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],QnonMRR: matches GW contour observed (design LVK) [yr^{-1}],QMRR: matches GW contour spin2 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],QMRR: matches GW contour spin2 < 0.05 observed (design LVK) [yr^{-1}],QnonMRR: matches GW contour spin1 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],QnonMRR: matches GW contour spin1 < 0.05 observed (design LVK) [yr^{-1}],RAll intrinsic (z=0) [Gpc^{-3} yr^{-1}],RAll observed (design LVK) [yr^{-1}],RMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],RMRR: matches GW contour observed (design LVK) [yr^{-1}],RnonMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],RnonMRR: matches GW contour observed (design LVK) [yr^{-1}],RMRR: matches GW contour spin2 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],RMRR: matches GW contour spin2 < 0.05 observed (design LVK) [yr^{-1}],RnonMRR: matches GW contour spin1 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],RnonMRR: matches GW contour spin1 < 0.05 observed (design LVK) [yr^{-1}],SAll intrinsic (z=0) [Gpc^{-3} yr^{-1}],SAll observed (design LVK) [yr^{-1}],SMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],SMRR: matches GW contour observed (design LVK) [yr^{-1}],SnonMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],SnonMRR: matches GW contour observed (design LVK) [yr^{-1}],SMRR: matches GW contour spin2 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],SMRR: matches GW contour spin2 < 0.05 observed (design LVK) [yr^{-1}],SnonMRR: matches GW contour spin1 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],SnonMRR: matches GW contour spin1 < 0.05 observed (design LVK) [yr^{-1}],TAll intrinsic (z=0) [Gpc^{-3} yr^{-1}],TAll observed (design LVK) [yr^{-1}],TMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],TMRR: matches GW contour observed (design LVK) [yr^{-1}],TnonMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],TnonMRR: matches GW contour observed (design LVK) [yr^{-1}],TMRR: matches GW contour spin2 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],TMRR: matches GW contour spin2 < 0.05 observed (design LVK) [yr^{-1}],TnonMRR: matches GW contour spin1 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],TnonMRR: matches GW contour spin1 < 0.05 observed (design LVK) [yr^{-1}],UAll intrinsic (z=0) [Gpc^{-3} yr^{-1}],UAll observed (design LVK) [yr^{-1}],UMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],UMRR: matches GW contour observed (design LVK) [yr^{-1}],UnonMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],UnonMRR: matches GW contour observed (design LVK) [yr^{-1}],UMRR: matches GW contour spin2 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],UMRR: matches GW contour spin2 < 0.05 observed (design LVK) [yr^{-1}],UnonMRR: matches GW contour spin1 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],UnonMRR: matches GW contour spin1 < 0.05 observed (design LVK) [yr^{-1}],VAll intrinsic (z=0) [Gpc^{-3} yr^{-1}],VAll observed (design LVK) [yr^{-1}],VMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],VMRR: matches GW contour observed (design LVK) [yr^{-1}],VnonMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],VnonMRR: matches GW contour observed (design LVK) [yr^{-1}],VMRR: matches GW contour spin2 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],VMRR: matches GW contour spin2 < 0.05 observed (design LVK) [yr^{-1}],VnonMRR: matches GW contour spin1 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],VnonMRR: matches GW contour spin1 < 0.05 observed (design LVK) [yr^{-1}],WAll intrinsic (z=0) [Gpc^{-3} yr^{-1}],WAll observed (design LVK) [yr^{-1}],WMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],WMRR: matches GW contour observed (design LVK) [yr^{-1}],WnonMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],WnonMRR: matches GW contour observed (design LVK) [yr^{-1}],WMRR: matches GW contour spin2 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],WMRR: matches GW contour spin2 < 0.05 observed (design LVK) [yr^{-1}],WnonMRR: matches GW contour spin1 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],WnonMRR: matches GW contour spin1 < 0.05 observed (design LVK) [yr^{-1}],XAll intrinsic (z=0) [Gpc^{-3} yr^{-1}],XAll observed (design LVK) [yr^{-1}],XMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],XMRR: matches GW contour observed (design LVK) [yr^{-1}],XnonMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],XnonMRR: matches GW contour observed (design LVK) [yr^{-1}],XMRR: matches GW contour spin2 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],XMRR: matches GW contour spin2 < 0.05 observed (design LVK) [yr^{-1}],XnonMRR: matches GW contour spin1 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],XnonMRR: matches GW contour spin1 < 0.05 observed (design LVK) [yr^{-1}],YAll intrinsic (z=0) [Gpc^{-3} yr^{-1}],YAll observed (design LVK) [yr^{-1}],YMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],YMRR: matches GW contour observed (design LVK) [yr^{-1}],YnonMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],YnonMRR: matches GW contour observed (design LVK) [yr^{-1}],YMRR: matches GW contour spin2 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],YMRR: matches GW contour spin2 < 0.05 observed (design LVK) [yr^{-1}],YnonMRR: matches GW contour spin1 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],YnonMRR: matches GW contour spin1 < 0.05 observed (design LVK) [yr^{-1}],ZAll intrinsic (z=0) [Gpc^{-3} yr^{-1}],ZAll observed (design LVK) [yr^{-1}],ZMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],ZMRR: matches GW contour observed (design LVK) [yr^{-1}],ZnonMRR: matches GW contour intrinsic (z=0) [Gpc^{-3} yr^{-1}],ZnonMRR: matches GW contour observed (design LVK) [yr^{-1}],ZMRR: matches GW contour spin2 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],ZMRR: matches GW contour spin2 < 0.05 observed (design LVK) [yr^{-1}],ZnonMRR: matches GW contour spin1 < 0.05 intrinsic (z=0) [Gpc^{-3} yr^{-1}],ZnonMRR: matches GW contour spin1 < 0.05 observed (design LVK) [yr^{-1}]
.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.2.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.1.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.2.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.3.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.2.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
